,id,name,age,height,weight
3590,974420,Vanesa Piñeiro Ortega,42,163 cm,56 kg
3591,1066232,Kelsey Rivera,24,,150 lb
3592,1365576,Ashley Miersch,32,61 in,130 lb
3593,559159,Shelby Dickson,29,71 in,180 lb
3594,1280591,Magdalena Pehrs,27,,
3595,384903,Amelia Faircloth,31,65 in,165 lb
3596,1300446,Joice Deodato Gomes,31,,143 lb
3597,115186,Kristie Williams,38,170 cm,70 kg
3598,117696,Melissa McCamley,37,63 in,132 lb
3599,1074225,Ashley Smith,26,64 in,124 lb
3600,41171,Jessica Chaplin,39,68 in,168 lb
3601,1246449,Jill Edwards,30,153 cm,
3602,671351,Gabriella Bellissimo,32,63 in,127 lb
3603,5290,Nicole Warnek,39,62 in,125 lb
3604,1209954,Veronica Sánchez benitez,36,,71 kg
3605,967538,Katelynn King,29,58 in,105 lb
3606,456604,Carolina de Mello Soares,33,152 cm,52 kg
3607,1573209,Sandra Stein,39,172 cm,65 kg
3608,1231212,Camila Silva,28,,53 kg
3609,1558558,Camila Marca,30,170 cm,67 kg
3610,818295,Heather Monaghan,28,65 in,135 lb
3611,156359,Caroline Lambray,39,69 in,147 lb
3612,238655,Cary Alves,38,62 in,138 lb
3613,488673,Destynie Urrutia,22,65 in,150 lb
3614,1686156,Elle Lam,17,64 in,
3615,892608,Shannon Guilfoyle,25,169 cm,69 kg
3616,506195,Nicole Franks,32,67 in,165 lb
3617,13783,Sonia Cormier,39,66 in,155 lb
3618,490677,Kseniya Levchenko,31,172 cm,
3619,15996,Allison King,42,65 in,145 lb
3620,1223378,Marta Palsson,24,172 cm,
3621,1573658,Jesslyn Jansen,16,158 cm,64 kg
3622,741318,Makayla Schulte,21,60 in,130 lb
3623,1249145,Lacey Holthaus,28,65 in,145 lb
3624,873608,Ester Muro Rodriguez,46,159 cm,63 kg
3625,802200,Rebecca Nesbit,20,,
3626,737666,Autumn Mongold,30,64 in,145 lb
3627,80688,Nicole Hall,40,66 in,129 lb
3628,57153,Megan Pepitone,34,71 in,169 lb
3629,1827410,Erin Howe,29,70 in,166 lb
3630,15095,Jessica Suver,38,72 in,155 lb
3631,7006,Andrea May,34,66 in,155 lb
3632,1283870,Sanne Keizer,18,173 cm,70 kg
3633,2094885,Kacie Mitchell,26,64 in,135 lb
3634,17256,Audrey Nicole Christensen,40,65 in,138 lb
3635,1411067,Autumn Singh,39,,145 lb
3636,178874,Lucie Lendakova,31,167 cm,75 kg
3637,21043,Alexandra Hopson,31,64 in,65 kg
3638,8136,Katie Kunitzer,40,69 in,145 lb
3639,505647,Elisa Righi,38,162 cm,62 kg
3640,1368159,Cristina Mainetti,40,162 cm,58 kg
3641,1575784,Gabi Orantes,26,,53 kg
3642,486627,Taylor Ritchie,24,60 in,122 lb
3643,218458,Christine Yakubec,35,63 in,157 lb
3644,129724,Meredith LaRue,35,,154 lb
3645,1413973,Jordan Moore,29,67 in,155 lb
3646,1268789,Kate Estreich,19,,
3647,552046,Johanna Göransson,43,,
3648,1975612,Maggie Harris,29,64 in,133 lb
3649,1175331,Shinead Rooney,31,,
3650,1549222,Natasha Marques,31,157 cm,65 kg
3651,16641,Melisa Aguilar-Rehm,38,67 in,153 lb
3652,302529,Stephanie Magee,42,63 in,127 lb
3653,354258,Courtney Schuller,41,64 in,135 lb
3654,633538,Eleanor Marrs,27,67 in,130 lb
3655,1747149,Anastasiia Kondakova,29,156 cm,55 kg
3656,1397795,Freja Duelund Gravsen,23,,
3657,1647876,Coraline Sans,21,,
3658,284490,Louisa Foster,36,,
3659,53016,Danielle Llopiz,34,60 in,165 lb
3660,1484525,Ilaria Stivanello,35,,
3661,1247708,Nanu Mehta,24,,
3662,106437,Lindsey Braham,36,64 in,149 lb
3663,1824547,Amaia Mediero,23,,
3664,930610,Alexandria Eberhardy,24,68 in,149 lb
3665,849232,Renata Inamassu,42,,
3666,117142,Laura Dykins,33,67 in,148 lb
3667,929715,Delphine Grobotek,39,158 cm,63 lb
3668,564618,Percília Andrade,35,163 cm,132 lb
3669,1354405,Caitlyn McMinn,26,64 in,130 lb
3670,1330751,Adriana Fernandez,34,54 in,140 lb
3671,136368,Ashley Drabicki,31,64 in,155 lb
3672,127825,Dalin Kennard,31,64 in,135 lb
3673,1044539,Chanelle John,29,158 cm,59 kg
3674,1572011,Saskia Collins,26,,
3675,467911,Alex Kelley,40,,75 kg
3676,1335879,Kristin Wright,26,64 in,140 lb
3677,1670004,Kaitlyn Johnson,31,67 in,130 lb
3678,1246243,Rafaella Perico,31,163 cm,68 kg
3679,1541640,Martina Di Biase,27,,
3680,1065354,Stephanie Green,31,,
3681,769056,Molly McWilliams,37,63 in,155 lb
3682,1772058,Miranda Rice,24,71 in,180 lb
3683,1689773,Hanna Goodman,16,65 in,135 lb
3684,2098221,Amila Avdukic,29,,
3685,858746,Julia Maria Six,29,167 cm,70 kg
3686,272074,Betsy Chapman,43,,140 lb
3687,1053519,Mary Maginnis,30,,
3688,145558,Amy Backel,33,70 in,160 lb
3689,1227927,Alison Teneyck,24,64 in,140 lb
3690,1562648,Antonietta Scola,48,,
3691,601100,Jessica Redinger,36,5 in,134 lb
3692,532276,Jessica Kiesel,27,58 in,100 lb
3693,737498,Melanie Barron,37,,54 kg
3694,725468,Kaycee Hines,29,66 in,140 lb
3695,1031963,Sabrina Johnson,29,,145 lb
3696,1776246,Angelina Zabelina,17,166 cm,70 kg
3697,356065,Katherine Drotleff,36,64 in,155 lb
3698,1767192,Madeleine Mayfield,29,163 cm,64 kg
3699,887599,Carly Marchment,28,,
3700,950184,Danielle Hill,29,,
3701,908647,Manon Contandin,29,,
3702,571485,Vicky March,29,71 in,157 lb
3703,1853478,Ann-Sophie Taschereau,19,,135 lb
3704,849139,Megan Gaul,26,,140 lb
3705,785269,Jimena Muñoz,29,155 cm,63 kg
3706,778557,Savannah Welch,36,,
3707,1263915,Julia Hannaford,20,,
3708,1275356,Chelsi Jackson,36,66 in,135 lb
3709,794195,Linnea Briggs,27,66 in,140 lb
3710,1700818,Madison French,28,,
3711,528728,Lucie Tvrznikova,31,178 cm,70 kg
3712,991911,Hanna Skärstrand,36,163 cm,54 kg
3713,137911,Vanessa Craig,38,65 in,150 lb
3714,2057923,Mary Andrew,31,,
3715,1631511,Linda Axelsen Gamnes,40,171 cm,
3716,102288,Rebecca Schellhorn,37,63 in,130 lb
3717,2060483,Dorotea Mörk,16,,
3718,1363622,Bianca Valenzuela,27,,
3719,989242,Nastacia High,36,63 in,175 lb
3720,1229071,Emelie Thiel,25,,
3721,105335,Kyra Williams,39,64 in,130 lb
3722,271746,Eleanor Welsman,31,164 cm,140 lb
3723,257527,Whitney Allen,28,68 in,150 lb
3724,568335,Sara Scholz,33,170 cm,70 kg
3725,1048161,Camille Varin-Tremblay,28,167 cm,61 kg
3726,1076305,Elina Myrestaf,28,161 cm,54 kg
3727,1822797,Patricia Parra Romero,33,,
3728,124926,Char Stark,34,,119 lb
3729,915759,Heidi Palu,26,66 in,153 lb
3730,1566770,Fiorella Pacente,27,158 cm,53 kg
3731,1312950,Bridget Sloan,29,,
3732,1851774,Maria Schoeppner,27,,
3733,872637,Nathalie Connors,49,62 in,145 lb
3734,768569,Julia Rissanen,28,167 cm,
3735,89968,Lori Todd,42,63 in,128 lb
3736,1191932,Alyssa Anton,27,163 cm,63 kg
3737,1386795,Marta Guzdek,26,166 cm,68 kg
3738,45161,Bethany Kucish,36,64 in,123 lb
3739,755579,Rebecca Cooperider,34,66 in,145 lb
3740,1478489,Catherine Turnbull,36,148 cm,55 kg
3741,1020699,Michelle Stevens,46,66 in,130 lb
3742,1810516,Blaine Greenwood,23,,
3743,662258,Shu Huei Lee,34,150 cm,51 kg
3744,1733018,Eun Jin Wi,25,,
3745,528924,Hannah Heether,31,,145 lb
3746,1797097,Judit Stroj,27,165 cm,58 kg
3747,263416,Leslie Wilkins,33,65 in,140 lb
3748,827459,Morgan Maneely,19,160 cm,56 kg
3749,971044,Laryne Jefferies,29,166 cm,68 kg
3750,319970,Ruzica Buzov,28,,
3751,1117647,Cara Ruscin,34,69 in,155 lb
3752,305207,Ericka Cline,39,62 in,150 lb
3753,540108,Maria Hayden,29,59 in,120 lb
3754,922719,Ligia Cruz,38,164 cm,57 kg
3755,208391,JorDonna Bergeron,30,68 in,
3756,157842,Jennifer Romero,34,64 in,140 lb
3757,792536,Colleen Hill,28,,
3758,740654,Diana Hauptman,28,62 in,130 lb
3759,450250,Melissa McDowell,35,65 in,138 lb
3760,306315,Melissa Degenhart,30,,
3761,1648243,Paige Mattoon,18,67 in,140 lb
3762,1407620,Mariela Osuna,25,,
3763,1799103,Charlotte Jernbom,36,,
3764,169234,Hannah Brown,39,159 cm,58 kg
3765,2014065,Abby Olive,30,5 in,63 kg
3766,900915,Justine Boullier,21,162 cm,54 kg
3767,1929278,Hedda Wickman,22,162 cm,59 kg
3768,1795335,Karolina Kržina,33,163 cm,53 kg
3769,1158615,Megan Menzel,46,64 in,138 lb
3770,929463,Rebecca Withers,32,161 cm,
3771,104589,Natasha Kazmierczak,31,164 cm,135 lb
3772,1598586,Amanda Lytle,33,65 in,150 lb
3773,1709212,Chiara Sudati,28,167 cm,65 kg
3774,532120,Helene Vabo Thorsen,34,162 cm,58 kg
3775,1094046,Emma Catley,31,163 cm,61 kg
3776,704363,Sandrine Falampin,35,172 cm,63 kg
3777,1668364,Morgan Evans,31,66 in,180 lb
3778,804627,Isabell Schough,32,176 cm,68 kg
3779,211179,Liz Franks,33,66 in,130 lb
3780,1611822,Christa Oeder,35,,
3781,809774,Aubrey Ritter,26,60 in,150 lb
3782,1785182,Briana Wintner,21,66 in,141 lb
3783,850218,Elena Neagu,37,,
3784,911076,Ilka Kis,29,170 cm,61 kg
3785,361018,Irina Ruiz Luquin,26,,
3786,1057406,Kira Murphy,31,64 in,55 kg
3787,127215,Sonya Cameron,44,165 cm,60 kg
3788,444527,Landy Eng,32,159 cm,60 kg
3789,70119,Catalina Ortiz,34,66 in,143 lb
3790,1230043,Emily Cannon,28,,
3791,1618403,Lydia Marklund,26,,
3792,291181,Bec Wild,39,165 cm,59 kg
3793,713485,Lexi Bengtson,28,,147 lb
3794,823977,Megan McMahon,40,68 in,143 lb
3795,1954451,Emma Sophie Hammer,22,174 cm,73 kg
3796,1092884,Brooke Ehlers,20,64 in,128 lb
3797,453635,Helena Linde,37,172 cm,68 kg
3798,334160,Amber Bost,37,64 in,142 lb
3799,1778703,Olivia Allen,21,64 in,145 lb
3800,274472,Lauren Byrd,30,68 in,140 lb
3801,1013905,Giannina Ochipinti,35,,
3802,1279487,Morgan Ocetnik,22,65 in,138 lb
3803,1939961,Melissa Waipouri,36,,
3804,312783,Maria Filippova,32,163 cm,110 lb
3805,1117939,Tara White,39,59 in,126 lb
3806,1414114,Tatiana Grinko,30,163 cm,59 kg
3807,1137906,Abigail Bagshaw,30,175 cm,70 kg
3808,16780,Andrea Van Cleve,36,62 in,145 lb
3809,1255727,Priscilla Bulandres,26,60 in,115 lb
3810,2008350,Vic Doidge,25,,
3811,279613,Josefin Sjöhamn,33,162 cm,61 kg
3812,616088,Rachel Frazer,32,63 in,140 lb
3813,1098459,Toni Smith,31,165 cm,161 lb
3814,1633474,Molly Alles,16,,
3815,973166,Kayla Earlywine,31,61 in,136 lb
3816,2056568,Kristen Moores,32,,
3817,473292,Sarah Arnett,36,66 in,155 lb
3818,1677942,Brittany Agius,28,155 cm,128 lb
3819,763081,Alina Baunemann,28,160 cm,59 kg
3820,235603,Susana Skarbnik,34,159 cm,123 lb
3821,232892,Emily Cavell,30,163 cm,127 lb
3822,363140,Ren Yamashita,31,,
3823,346601,Danielle Bensussen,22,62 in,120 lb
3824,1615711,Kaija Schmidt,24,,
3825,267163,Kara McCallum,34,148 cm,50 kg
3826,949364,Julia Rauscher,35,,
3827,277663,Heidi Kearns,40,163 cm,63 kg
3828,1077912,Ola Besser,35,,130 lb
3829,500898,Jesse Friedl,30,,
3830,1448560,Lorrayne Moreira,25,,
3831,445880,Michele Narzikul,46,63 in,133 lb
3832,1541721,Priscila Gonzales,32,158 cm,64 kg
3833,802071,Linda Ahlgren,38,176 cm,75 kg
3834,661329,Casey Boxall,35,176 cm,74 kg
3835,1271096,Carla Marsel,22,165 cm,67 kg
3836,1768244,Nadya Frolova,21,,
3837,1214592,Taylor Lewis,26,62 in,
3838,492240,Vanessa Beek,31,171 cm,64 kg
3839,194018,Ritsa Karakanas,35,65 in,135 lb
3840,752252,Lauren Emery,27,62 in,115 lb
3841,1539387,Arielle Swan,28,60 in,125 lb
3842,793158,Liinu Muranen,47,160 cm,63 kg
3843,243024,Kirsten Nothling,40,167 cm,65 kg
3844,271790,Tarra Gacke,35,65 in,145 lb
3845,1019129,Mona Nagel,29,173 cm,
3846,1192363,Emily Fleeks,29,60 in,127 lb
3847,1643640,Amanda Wellick,26,,
3848,1328749,Jenna Nicholls,28,170 cm,63 lb
3849,120606,Shannon Hempstead,33,66 in,150 lb
3850,1768057,Justine Manni,24,157 cm,53 kg
3851,1125750,Sabina Wiekhorst,29,67 in,149 lb
3852,905711,Melani Moylan,27,66 in,143 lb
3853,1243020,Mayca Arias,42,,
3854,270259,Donatella Campolucci,46,170 cm,70 kg
3855,316064,Morgan Manning,35,67 in,145 lb
3856,750354,Lisa Wieslander,40,,
3857,974995,Lauren Kalil,29,61 in,147 lb
3858,958013,Shayla Schotzko,35,,135 lb
3859,759727,Valentina Sollo,29,64 in,139 lb
3860,1803535,Grace Gill,24,,
3861,331956,Kelly Slagh,40,64 in,132 lb
3862,683241,Nathy Torres,30,165 cm,66 kg
3863,1331763,Amy Gibson,25,,
3864,279398,Kaitlyn Krowel,36,64 in,137 lb
3865,425664,Beatriz Portela,36,,
3866,475389,Margaret Welsh,42,,140 lb
3867,1237700,Emma de Precigout,25,159 cm,59 kg
3868,24898,Danielle O'Neill,35,70 in,160 lb
3869,2110669,Lucia Borziani,23,,
3870,1259437,Carter Marziale,18,60 in,115 lb
3871,22964,Stacie McDonald,32,65 in,150 lb
3872,787968,Jess Tonkin,34,170 cm,64 kg
3873,304533,Allyson Bennett,40,156 cm,
3874,507402,Danielli Molon,33,180 cm,73 kg
3875,1167127,Amanda Houslander,31,62 in,140 lb
3876,1573803,Kelly Heimer,23,64 in,140 lb
3877,1932736,Gillian Bergsma,27,,
3878,1239476,Pamela Deneka,30,183 cm,70 kg
3879,368221,Katharina Kuecken,32,168 cm,54 kg
3880,1177003,Amber Bailey,18,,122 lb
3881,1267253,Hannelore Geers,31,,
3882,867424,Mercedes Wyenberg,25,160 cm,140 lb
3883,459133,Casey King,29,62 in,175 lb
3884,1592146,Katherine Jarvi,24,,127 lb
3885,1043730,Liliana Moltzan-Małkowska,20,173 cm,70 kg
3886,2015172,Emily Kern,25,,
3887,21757,Helga Gudmundsdottir,47,164 cm,132 lb
3888,266499,Jackie Cansler,33,62 in,145 lb
3889,940116,Jessica Morant,34,157 cm,53 kg
3890,1990983,Hannah Finn,27,67 in,150 lb
3891,400070,Sally Enriquez,31,,
3892,103809,Megan Wei,32,63 in,124 lb
3893,1685797,Grace Beaton,18,,
3894,1029903,Juliana Pirassol,37,162 cm,
3895,285001,Flora Regner,33,,
3896,63805,Heather Hippensteel,31,64 in,140 lb
3897,1497150,Rebecca Coleman,29,60 in,140 lb
3898,759843,Sydney Moskovitz,28,64 in,157 lb
3899,1666698,Lenka Cichrová,31,,
3900,508145,Ashley Eisenhauer,25,66 in,150 lb
3901,717061,Caitlin Tagliareni,28,59 in,120 lb
3902,987545,Nandi Mehta,27,62 in,132 lb
3903,963505,Tatum Massey,37,66 in,142 lb
3904,943494,Emily Cilla,29,,
3905,335258,Aotea Frandi,24,156 cm,78 kg
3906,912024,Jessica Armstrong Patten,24,156 cm,60 kg
3907,695022,Jessica Hardy,30,156 cm,57 kg
3908,259710,Stacie Tackitt,35,67 in,145 lb
3909,1529875,Tara Ludwig,32,68 in,142 lb
3910,701371,Lauren Hodges,30,62 in,125 lb
3911,209097,Tori Baliman,23,64 in,148 lb
3912,566949,Melissa DeLaTorre,33,67 in,135 lb
3913,1755051,Kimberly Aporo,34,164 cm,65 kg
3914,11091,Brittani Morales,34,69 in,165 lb
3915,831005,Kathya Janely Martinez Rubio,26,160 cm,57 kg
3916,106330,Darcia Ondrovcik,31,167 cm,60 kg
3917,210574,Nastaran Whitson,38,67 in,142 lb
3918,1231958,Hannah Gula,22,157 cm,58 kg
3919,1040963,Alyssa Hoffman,25,64 in,155 lb
3920,285959,Addie Weber,34,66 in,145 lb
3921,1580883,Alessandra Conzo,27,,
3922,1958894,Noelia Salvia,26,160 cm,62 kg
3923,986111,Meredith Aycock,28,65 in,140 lb
3924,25321,Janet DiSalvo,40,67 in,143 lb
3925,2078843,Demi Williams,24,,
3926,27883,Amanda Dearman,33,65 in,130 lb
3927,463192,Christa Valentine,41,66 in,140 lb
3928,910546,Ashley Burgette,24,62 in,132 lb
3929,1012274,Nanette van der Snoek,29,165 cm,57 kg
3930,1981373,Giulia Gastaldo,28,,
3931,1609556,Kaci McCarstle,24,62 in,
3932,1982469,Aline Gomes Da Silva,33,,
3933,166001,Samantha Jo Mahler,32,65 in,170 lb
3934,1338466,Morgan Spearman,29,67 in,145 lb
3935,1286188,Tatyana Sizonenko,28,160 cm,51 kg
3936,801421,Megan Toronto,26,,
3937,2111103,Lisa Radojewska,23,172 cm,72 kg
3938,1131171,Delice Adonis,23,171 cm,140 lb
3939,7355,Steph Malcom,36,63 in,140 lb
3940,1384034,Katelyn Ray,29,,128 lb
3941,704789,Stephanie China,47,66 in,150 lb
3942,253232,Ellie Bowden,30,173 cm,72 kg
3943,1817171,Shyrah Schisler,34,,
3944,1134540,Margaux Carle,25,67 in,145 lb
3945,1494655,Muriel Otschmann Vidal,21,170 cm,
3946,759256,Charley Darkes-Burkey,22,68 in,145 lb
3947,1370130,Khalela El-Naggar,26,,
3948,789438,Elina Pashalanova,29,157 cm,53 kg
3949,1981052,Makenna Santinga,20,66 in,140 lb
3950,299035,Sierra Peltcher,30,68 in,145 lb
3951,271768,Nicole Mickol,33,63 in,130 lb
3952,753555,Ashley Huhn,31,65 in,140 lb
3953,311113,Alysia Wisler,30,66 in,150 lb
3954,1551013,Karen Buddeberg,36,,
3955,1218470,Igde Torbergsen,22,157 cm,51 kg
3956,354571,Vicky Brown,42,63 in,132 lb
3957,1554327,Gina Wong,28,,
3958,1397258,Hadley Lolli,33,,
3959,45404,Emily Deet,35,70 in,155 lb
3960,745481,Gabriella Kosztka,20,,
3961,1391621,Kelly Robinson,36,160 cm,59 kg
3962,1256690,Brittany Eguia,35,,
3963,345274,Carrie Billington,32,62 in,121 lb
3964,510122,Hilary Reznick,35,64 in,140 lb
3965,170056,Ardis Gretarsdottir,49,168 cm,142 lb
3966,705192,Rachel Bouzis,33,,
3967,466280,Caroline Jarrett,28,63 in,157 lb
3968,345387,Leish Martin,31,165 cm,56 kg
3969,34478,Erin Richter,45,69 in,142 lb
3970,33854,Meaghan Becker,36,63 in,135 lb
3971,1092628,Florencia Pudiza,31,2 in,60 kg
3972,770876,Brittany Jones,27,66 in,155 lb
3973,129849,Veronica Trevino,32,59 in,123 lb
3974,337768,Hannah Prangnell,31,164 cm,57 kg
3975,1523342,Kim Hardinge,31,,
3976,362086,Kristin Cammack,33,66 in,165 lb
3977,727188,Lise Munk-Schaltz,38,176 cm,58 kg
3978,737623,Nichol Simon,31,61 in,118 lb
3979,41822,Velvet Minnick,44,64 in,138 lb
3980,1668594,Waverly Mathis,26,66 in,140 lb
3981,759431,Carissa Romano,31,,
3982,539756,Kara Morrissey,40,,140 lb
3983,862865,Melissa Judnich,27,64 in,135 lb
3984,1350548,Marceli Gomes,37,170 cm,70 kg
3985,414966,Patricia Lawson,36,61 in,120 lb
3986,2053024,Addie Forbus,26,,
3987,384980,Deborah Morales,30,65 in,148 lb
3988,817770,Lucie Gehringer,19,62 in,130 lb
3989,790666,Judith Bobbert,29,175 cm,68 kg
3990,1632646,Sian Randall,25,165 cm,65 kg
3991,258323,Sonja Zschaler,30,170 cm,160 lb
3992,700607,Liza Tulisano Walters,32,61 in,151 lb
3993,1886594,Savannah Smith,28,62 in,155 lb
3994,1583634,Martina Krügel,21,178 cm,70 kg
3995,281567,Mary Williams,33,69 in,160 lb
3996,343520,Daniela Carbajal,25,171 cm,70 kg
3997,717098,Flavia Monti,37,164 cm,60 kg
3998,709182,Agnes Mallin,26,,
3999,75839,Kristen Marberger,40,62 in,135 lb
4000,621153,Vilma Tisdal,29,62 in,138 lb
4001,1484667,Regan Crowl,28,,155 lb
4002,29909,Louise Merwald Poulsen,37,166 cm,63 kg
4003,2102485,Tsukasa Chiba,24,,
4004,803207,Victoria Mendez Chavez,23,,
4005,316128,Melanie Wilson,38,63 in,120 lb
4006,1021215,Sofia Delcambre,27,59 in,120 lb
4007,585834,Harriet Hobbs,31,,146 lb
4008,252197,Cindy Hinkle,51,65 in,130 lb
4009,1311029,Sandra Mårtensson,39,167 cm,62 kg
4010,34898,Caroline Omre,37,168 cm,63 kg
4011,679442,Shari Tindall,35,170 cm,62 kg
4012,1522027,Barbara Garcia,28,,
4013,1421881,Stefanie Caban,20,,175 lb
4014,665318,Daniela Amado,27,,
4015,1102389,Ericka Marin,21,153 cm,55 kg
4016,1337284,Kris Kesler,29,,
4017,922490,Anne Rogers,31,,
4018,998077,Fanny Wikerud,36,169 cm,74 kg
4019,1638365,Kaia Marsters,16,,
4020,476253,Diana Munoz,47,165 cm,65 kg
4021,1591103,Ana Verena,36,,56 kg
4022,1336865,Kelsey Hull,29,,165 lb
4023,975296,Mary Rattay,30,65 in,150 lb
4024,543404,Michaela Garden,26,62 in,120 lb
4025,1027843,Bianca Doll,36,169 cm,70 kg
4026,749902,Lindsey Brickey,32,60 in,
4027,238943,Jonna Albrektsson,43,168 cm,142 lb
4028,258153,Brooke Iriks,38,5 cm,5 kg
4029,480272,Emily Spensley,38,164 cm,66 kg
4030,193874,Ashley Branoff-Lamberti,36,62 in,120 lb
4031,777691,Sarah Jennings,33,,
4032,1198991,Samantha Dris,28,62 in,125 lb
4033,302372,Amber Charlton,31,63 in,140 lb
4034,253406,Amanda Christian,35,,182 lb
4035,475678,Siobhan Wilcox,30,,150 lb
4036,1804278,Kristin Gilvin,30,,
4037,1323563,Cynthia Dion,35,162 cm,132 lb
4038,276196,Nicole Frost,33,164 cm,72 kg
4039,2100070,Joyce Sun,25,,
4040,1635703,Carmen Fernandez,30,,
4041,396993,Janaya Nikora,31,161 cm,56 kg
4042,1136525,Kayla Boots,38,66 in,176 lb
4043,839290,Sarah Ramp,33,,
4044,312105,Heather Kloepping,38,67 in,138 lb
4045,984277,Mary Teunis,24,59 in,125 lb
4046,941017,Stacie Halverson,42,63 in,133 lb
4047,1239512,Kaitlin Schnur,26,61 in,130 lb
4048,53971,Laura may Blay,35,,143 lb
4049,126118,Jordan Brisson,27,70 in,135 lb
4050,781788,Carly Scola,32,61 in,125 lb
4051,483191,Kristie Meyer,42,68 in,146 lb
4052,567953,Terese Dimblad Gonzalez,26,163 cm,51 kg
4053,447493,Carol Edelson,43,160 cm,60 kg
4054,1155932,Claire Liggins,40,160 cm,62 kg
4055,39621,Taryn Stratten,43,157 cm,118 lb
4056,671745,Crystal Cadena,32,,
4057,991003,Kristin Moore,28,66 in,163 lb
4058,164004,Marche Sherman,39,,
4059,168484,Halie Truax,32,,
4060,467517,Jennifer Hughes,30,161 cm,143 lb
4061,641975,Taryn Causey,39,67 in,137 lb
4062,1772882,Hanna Hawkins,38,,
4063,1232475,Johanne Marie Nielsen,26,,
4064,2100026,Emily Krohn,26,,
4065,516819,Pauline Crosa,33,169 cm,62 kg
4066,1163040,Margaret McGuire,25,,
4067,182924,Krista Revenberg,34,70 in,
4068,1815306,Ellen König Sandøy,22,164 cm,62 kg
4069,1195369,Nichele McDonald,39,66 in,134 lb
4070,768295,Ramírez Suárez,39,167 cm,60 kg
4071,1319612,Veronica Nuñez,24,165 cm,72 kg
4072,2112353,Carly Cocola,29,,
4073,731816,Svenja Allendorf,25,,
4074,1455592,Kristen Broking,36,62 in,135 lb
4075,2109740,Chelsie Jones,34,,
4076,2091760,Katie Cooper,31,,
4077,1081767,Emily Kondos,35,62 in,125 lb
4078,787450,Christy Jaccuzzo,33,62 in,132 lb
4079,1779556,Taylor Price,22,62 in,128 lb
4080,463485,Jilisa Chenard,30,64 in,150 lb
4081,1037425,Jess Robinson,29,171 cm,68 kg
4082,1242712,Imogen Clements,26,,69 kg
4083,1738330,Georgina Els,35,,
4084,575045,Heather Tuley,45,67 in,150 lb
4085,1847716,Bless Doriana,28,152 cm,115 lb
4086,1622826,Iliana Fuentes,32,,
4087,524284,Zeina Kassas,33,,
4088,1675955,Yi Zhang,39,,
4089,166634,Marina Afanasjeva,31,168 cm,63 kg
4090,136476,Carrie Belmore,36,,
4091,987565,Maria Camila Montalvo,27,,65 kg
4092,1077874,Anja Gloor,25,175 cm,65 kg
4093,822010,Jenni Delight,25,,
4094,1799362,Eliese Black,22,,
4095,559937,Menda Huddleston,36,65 in,138 lb
4096,717164,Lauren Tilden,30,64 in,125 lb
4097,1263394,Stephanie Midgley,38,64 in,120 lb
4098,232805,Jaleesa Russell,31,62 in,135 lb
4099,1359862,Zelda Maritz,27,,
4100,925009,Kali Butler,26,167 cm,73 kg
4101,466989,Camille Portukalian,46,62 in,132 lb
4102,1789128,Nathalie Hallgren,26,162 cm,55 kg
4103,882928,Flora Rebert,32,,
4104,605625,Michelle de Jong,35,63 in,135 lb
4105,1217224,Floriane Ravelonarivo,27,,
4106,1650452,Heidi Herrod,30,,
4107,1136259,Kathryn Eveleigh,30,,
4108,1315112,Emily Conner,25,,158 lb
4109,1159326,Jen Mikesh,42,66 in,128 lb
4110,1192179,Stephanie LaPlaca,28,61 in,110 lb
4111,1099492,Bella Velez,23,60 in,
4112,405150,Katherine De Los Santos,41,65 in,145 lb
4113,652297,Madison Barclay,23,63 in,132 lb
4114,511137,Desiree Rollins,30,62 in,125 lb
4115,2080329,Chiara Cristofori,22,,
4116,104219,Gabriella Serrati,33,66 in,150 lb
4117,1004905,Kim Frost,33,65 in,149 lb
4118,984369,Reilly Tackett,32,69 in,145 lb
4119,1526216,Jessica Peters,27,167 cm,65 kg
4120,1549308,Tessa Anderson,25,159 cm,60 kg
4121,733336,Elana Pretorius,21,160 cm,58 kg
4122,164040,Margot Mandel,30,66 in,140 lb
4123,1276735,Jaime Smith,36,66 in,175 lb
4124,1209728,Nicola Henderson,31,63 in,64 kg
4125,624037,Lisa Reither,39,63 in,122 lb
4126,1862086,Bronwyn Stevens,28,68 in,155 lb
4127,358289,Alissa Pham,24,69 in,163 lb
4128,1654105,Kara Trimble,17,,
4129,1280137,Anna Baer,24,,150 lb
4130,1102344,Allison Jameson,32,68 in,145 lb
4131,529415,Erena Henderson,38,64 in,137 lb
4132,1214932,Leanne Green,39,168 cm,58 kg
4133,306057,Saray Muñoz,37,160 cm,51 kg
4134,507177,Melissa York,35,,123 lb
4135,937022,Emily Murray,30,70 in,170 lb
4136,1697161,Olivia Henriksson Olofsson,23,,
4137,698442,Melissa Kopchynski,26,59 in,140 lb
4138,478446,Kristen Demaria,36,68 in,141 lb
4139,881735,Thetis Tchacos,31,166 cm,63 kg
4140,1211213,Victoria Vest,31,65 in,135 lb
4141,961428,Rykie Jonck,40,168 cm,62 kg
4142,1755640,Petronella Erhard,29,169 cm,70 kg
4143,1215189,Elena Mangas,25,,
4144,1682343,Rosie Paling,22,,58 kg
4145,472246,Nona Kerremans,29,176 cm,162 lb
4146,2102687,Elia Carolina Meraz Avendaño,38,,
4147,1062286,Priscilla Maume,47,178 cm,70 kg
